location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
HSR Layout,424,2,3,2,28,12.83,8.7,1,73.5,101.63
Sarjapur Road,2284,5,5,2,15,22.71,8.56,2,42.1,215.8
Koramangala,888,1,2,2,2,12.12,10.86,0,52.8,70.45
Indiranagar,5026,6,5,0,3,3.99,,1,66.1,612.88
Jayanagar,1934,3,4,3,27,7.59,5.39,0,92.8,231.97
Electronic City,1448,1,1,1,3,16.97,3.27,0,41.3,108.27
Koramangala,1490,2,1,2,3,3.25,9.15,1,70.6,181.38
Hebbal,1499,3,3,0,15,6.18,5.06,0,79.2,179.05
Marathahalli,819,2,1,2,8,24.9,,0,57.3,65.49
Jayanagar,458,2,1,3,5,0.64,10.25,0,58.9,101.75
Marathahalli,886,2,3,1,9,4.23,4.35,2,63.3,136.31
Sarjapur Road,1188,3,4,2,24,21.17,4.26,3,56.5,166.01
Marathahalli,840,2,1,3,27,2.98,10.98,1,66.2,100.45
Hebbal,592,2,3,0,3,1.32,4.89,0,49.5,128.78
Electronic City,795,2,3,3,22,3.47,,2,52.0,113.38
HSR Layout,2121,4,4,0,28,17.49,4.66,1,42.2,238.88
Bellandur,1811,4,5,2,11,24.83,8.83,2,64.7,202.45
Whitefield,1319,2,1,2,9,14.97,2.25,1,82.4,153.34
JP Nagar,1657,1,2,3,11,3.55,10.06,2,70.4,169.72
HSR Layout,644,2,1,0,27,5.0,11.8,1,71.8,77.39
Bellandur,775,2,1,3,24,13.67,9.24,0,67.0,104.26
Yelahanka,1424,2,2,3,25,18.03,4.44,2,75.1,97.11
Jayanagar,691,1,1,2,18,16.74,6.75,0,53.8,31.17
Jayanagar,1274,2,1,2,28,14.58,8.1,1,52.5,147.09
Electronic City,599,2,2,2,18,24.66,2.48,4,96.5,74.62
Jayanagar,484,1,1,3,21,5.35,3.54,0,67.0,87.45
Koramangala,1799,2,2,3,23,4.74,9.66,3,89.6,221.97
Bellandur,2111,3,2,1,0,21.55,11.35,1,95.0,233.5
Electronic City,848,2,3,1,3,7.63,3.41,3,76.9,110.18
Indiranagar,520,1,1,3,12,8.65,1.94,2,57.9,101.83
Koramangala,400,2,2,1,7,13.94,11.78,0,80.8,113.21
Jayanagar,3305,6,5,3,21,9.84,3.98,3,65.9,378.21
Marathahalli,1276,3,3,2,13,7.55,9.39,2,98.4,153.75
Hebbal,859,2,1,0,15,22.97,,3,88.7,104.2
Marathahalli,982,1,1,2,1,3.67,11.4,1,88.9,123.42
Koramangala,419,2,2,3,7,10.41,7.27,0,75.3,61.82
Yelahanka,1688,2,3,2,12,0.57,5.1,1,40.5,134.62
Jayanagar,3605,6,5,3,29,20.28,2.3,0,89.9,400.15
Yelahanka,780,2,3,3,0,4.63,3.22,4,41.5,64.31
Yelahanka,4451,6,6,1,11,19.44,10.31,0,47.3,311.34
Bellandur,1126,3,2,3,16,4.14,0.87,3,90.3,180.92
JP Nagar,3001,6,7,0,6,10.71,2.05,2,53.1,327.7
Bellandur,1421,3,3,1,15,18.34,2.47,0,90.5,165.52
Sarjapur Road,1420,3,4,0,13,7.13,1.03,3,54.2,152.35
Whitefield,3308,6,6,3,9,8.19,8.29,3,86.2,347.22
Koramangala,1846,5,5,2,2,16.85,11.78,1,72.5,269.95
HSR Layout,1475,3,2,3,27,5.1,1.84,1,80.3,162.64
Whitefield,413,1,1,3,11,23.82,9.63,0,90.3,51.9
Indiranagar,524,1,1,2,7,5.13,2.28,1,99.0,152.19
Hebbal,1544,3,3,2,15,18.87,11.69,0,45.1,140.42
Bellandur,2690,5,6,0,24,20.16,6.18,2,81.1,258.23
Bellandur,1288,3,2,1,23,9.67,10.2,0,97.5,159.47
Electronic City,867,2,1,1,0,4.33,2.21,0,62.4,86.43
Whitefield,436,1,1,1,16,4.56,10.65,1,60.0,67.86
Electronic City,780,3,2,0,5,24.64,1.16,1,80.8,94.65
HSR Layout,1290,2,2,0,27,18.27,0.47,0,64.1,118.52
Electronic City,749,2,3,2,0,11.53,8.57,1,52.9,71.11
Whitefield,706,2,2,1,23,6.81,1.46,1,49.7,94.89
Koramangala,1167,2,2,3,14,0.96,10.42,0,51.6,149.42
Jayanagar,2662,5,5,0,12,16.93,7.53,1,82.3,315.12
Jayanagar,1749,4,3,3,29,23.94,4.11,2,95.1,234.1
Hebbal,1404,2,3,1,5,3.12,3.47,2,88.4,162.3
Indiranagar,1331,3,3,1,20,18.99,1.17,0,66.9,157.25
Bellandur,1625,4,4,0,12,4.25,8.3,2,71.7,205.79
HSR Layout,1129,2,2,0,21,19.91,11.02,1,77.2,111.18
Bellandur,957,1,1,2,3,9.58,9.13,1,74.8,92.8
Sarjapur Road,1801,2,1,3,0,17.95,7.51,1,98.1,183.13
Hebbal,1060,1,1,2,22,23.19,,0,93.2,60.07
Indiranagar,624,1,1,2,9,15.69,9.97,3,42.6,123.72
JP Nagar,2654,4,5,3,24,23.06,11.59,3,90.1,268.79
Electronic City,429,1,1,1,3,6.26,3.3,0,46.8,37.74
Marathahalli,2766,6,6,3,12,24.46,5.16,0,81.4,254.3
Whitefield,1585,4,5,1,3,21.88,0.37,2,57.1,141.65
Bellandur,704,2,1,2,15,3.14,10.02,1,86.4,143.16
Electronic City,1216,3,3,1,8,10.63,0.44,2,40.5,115.19
HSR Layout,948,1,2,1,3,23.21,5.94,0,62.9,71.98
Bellandur,1871,3,4,1,25,2.41,7.0,2,41.3,177.55
JP Nagar,1851,2,3,3,19,11.62,0.86,2,97.2,209.34
Jayanagar,1547,4,3,1,7,18.23,2.27,2,40.9,190.54
Indiranagar,1809,5,6,3,26,1.32,9.53,0,49.3,286.18
Hebbal,1127,2,1,0,3,18.94,3.18,1,72.4,125.74
Indiranagar,3162,4,4,0,8,9.35,8.75,1,78.8,360.93
Jayanagar,2352,4,3,2,10,6.61,9.04,1,83.7,339.23
Bellandur,923,1,1,2,23,14.61,5.01,1,54.8,70.7
HSR Layout,1874,2,2,3,4,13.84,0.95,1,58.1,200.93
Indiranagar,1787,2,1,1,8,21.91,0.33,0,54.4,216.31
Indiranagar,1040,2,1,1,7,17.06,6.01,0,54.6,134.95
JP Nagar,996,2,2,0,29,10.84,1.04,0,86.9,135.71
Whitefield,2340,3,4,3,25,16.43,,1,96.9,243.63
HSR Layout,1190,2,2,1,3,18.88,4.69,2,75.7,176.76
HSR Layout,1385,3,4,1,19,23.46,8.26,1,49.4,146.94
Koramangala,2593,4,3,3,0,17.75,5.02,0,43.9,282.18
Jayanagar,4834,6,6,2,19,13.82,7.61,1,54.4,473.87
Koramangala,898,2,3,3,27,9.64,10.03,1,50.7,150.6
Jayanagar,1063,2,1,3,12,22.34,10.64,1,74.7,121.86
Indiranagar,1250,2,1,1,23,19.92,0.4,0,81.9,166.38
Jayanagar,1266,3,2,0,27,2.39,7.82,4,40.3,143.84
Marathahalli,1476,2,3,1,27,17.64,,0,66.4,110.26
Koramangala,916,1,2,1,4,13.7,,0,77.4,138.33
Indiranagar,598,1,2,1,21,3.04,0.89,1,51.6,90.86
Yelahanka,3148,5,4,3,19,14.34,1.02,1,94.1,234.52
Sarjapur Road,1680,2,3,3,29,5.22,6.06,0,72.9,152.97
Sarjapur Road,953,2,2,1,20,17.85,0.87,1,60.7,100.44
HSR Layout,1526,3,4,1,9,7.32,9.36,1,41.1,169.53
Marathahalli,3289,5,6,0,15,4.18,9.32,0,69.1,299.75
JP Nagar,778,2,1,2,7,2.51,1.58,3,60.2,147.35
Whitefield,1348,3,3,1,11,12.52,5.57,2,98.2,181.46
Koramangala,559,1,1,3,24,5.39,7.22,4,62.7,123.16
Yelahanka,1124,2,2,2,2,21.45,10.34,0,95.3,113.05
Indiranagar,1684,2,3,2,25,0.57,11.86,4,81.2,252.9
Marathahalli,650,2,1,0,3,21.17,0.4,2,44.4,89.09
HSR Layout,1083,2,3,2,16,13.27,5.82,1,96.0,131.89
Hebbal,1863,3,2,1,26,23.09,9.68,2,50.1,165.69
Koramangala,1659,3,3,1,20,5.51,9.59,1,66.9,241.71
Marathahalli,635,1,2,3,19,3.01,6.59,1,95.4,76.8
Koramangala,1474,3,2,1,21,15.81,2.35,2,89.7,187.04
Hebbal,1632,4,5,1,21,17.81,6.8,1,69.3,185.87
Whitefield,1273,1,1,0,12,9.63,,0,52.4,115.01
Whitefield,2185,3,3,2,25,0.84,5.03,1,70.6,233.09
JP Nagar,868,1,2,0,5,10.47,4.08,0,72.9,84.24
Sarjapur Road,1506,3,3,2,2,6.23,1.9,2,99.8,185.93
Jayanagar,632,2,3,0,13,9.01,,1,89.4,159.51
Electronic City,498,1,2,3,6,12.92,8.56,1,91.7,95.87
Electronic City,1844,3,2,0,2,17.71,6.61,2,99.2,182.76
Koramangala,1214,3,2,0,5,24.1,4.39,1,71.4,157.46
Hebbal,930,1,1,3,28,4.03,9.91,1,75.1,107.48
JP Nagar,668,2,2,1,12,17.16,2.09,0,67.3,97.02
Electronic City,1891,4,4,1,13,6.21,5.33,1,47.5,181.08
Jayanagar,524,1,2,3,14,5.91,7.91,3,71.5,111.22
HSR Layout,2072,4,3,3,25,16.02,9.89,0,75.0,196.28
Electronic City,1538,3,3,0,15,19.51,7.87,1,54.2,93.77
Bellandur,538,2,3,3,0,24.46,,0,87.0,109.88
Indiranagar,1286,2,2,3,14,19.34,1.4,2,47.5,158.64
JP Nagar,5165,6,7,2,29,4.35,0.8,0,70.1,444.8
HSR Layout,2308,3,2,2,23,6.02,6.81,1,79.8,219.62
Marathahalli,761,2,3,1,6,19.15,3.07,1,43.3,99.69
HSR Layout,1780,4,5,3,27,13.41,2.08,2,88.2,215.0
Sarjapur Road,551,1,1,0,8,7.74,1.2,1,58.2,63.67
Marathahalli,564,2,1,1,14,12.06,7.77,1,83.1,80.84
Yelahanka,1156,2,3,1,13,22.91,9.09,1,46.5,56.67
Indiranagar,1625,2,2,1,18,19.01,10.32,1,77.2,171.82
Indiranagar,1875,5,4,3,27,11.54,7.23,3,73.4,283.63
Indiranagar,1889,3,4,3,23,24.52,4.38,0,49.0,225.08
Hebbal,1575,3,2,0,17,19.97,5.75,0,77.5,199.33
Indiranagar,494,2,1,0,8,0.64,7.71,0,81.5,147.38
Koramangala,1160,3,3,1,0,3.25,8.61,1,69.9,239.21
Indiranagar,2044,4,3,3,11,14.07,7.81,0,74.7,292.52
Jayanagar,1531,3,4,0,9,9.07,11.55,0,93.2,243.4
Indiranagar,1326,3,4,2,6,20.41,,2,81.9,214.73
Indiranagar,1438,3,2,2,13,22.44,,1,94.4,214.03
Hebbal,1425,3,2,1,25,6.4,,2,73.1,171.56
JP Nagar,407,1,1,2,29,19.2,,1,50.5,26.85
Koramangala,2265,4,4,1,0,13.62,3.31,2,54.8,280.12
Hebbal,1129,3,3,3,14,10.1,9.83,2,50.6,153.24
Whitefield,1771,2,3,1,21,19.78,5.68,1,60.1,135.96
HSR Layout,400,1,1,1,0,14.34,7.36,2,68.7,87.36
HSR Layout,2992,6,7,3,12,16.06,5.27,1,55.4,325.55
Marathahalli,635,2,2,0,19,2.03,4.87,0,68.5,117.54
JP Nagar,4855,6,7,0,22,14.85,8.12,1,61.9,435.1
Bellandur,3849,6,5,0,1,7.87,,1,73.3,373.45
HSR Layout,579,1,2,0,2,12.59,3.85,3,65.7,93.3
Electronic City,1881,3,2,1,3,5.94,2.43,2,66.0,165.53
Bellandur,686,1,2,0,15,15.55,1.75,1,69.4,80.6
Indiranagar,844,1,2,2,21,4.11,1.54,2,99.3,129.81
Indiranagar,855,2,1,2,28,3.51,9.85,0,73.4,144.77
Koramangala,1535,3,4,0,11,5.12,3.58,0,83.4,207.85
Bellandur,1435,3,4,2,24,20.53,8.21,0,65.0,127.84
Electronic City,620,1,1,2,3,1.32,3.59,1,59.6,93.2
Koramangala,1529,3,2,3,21,18.37,8.07,4,95.0,245.15
Jayanagar,1073,2,1,3,11,1.88,11.81,0,84.5,166.64
Hebbal,441,1,1,0,6,15.0,0.98,1,74.9,78.68
Marathahalli,945,3,3,1,19,19.45,7.91,0,60.2,71.9
Bellandur,2991,6,5,1,21,6.16,3.53,0,55.5,288.91
JP Nagar,963,2,1,3,2,5.3,1.18,1,55.1,107.39
Indiranagar,437,2,1,3,4,7.58,,0,70.2,122.56
Indiranagar,1878,4,4,1,11,17.64,4.59,1,92.5,261.0
Sarjapur Road,721,1,1,0,11,6.74,6.58,1,92.9,123.66
Hebbal,1350,3,4,1,26,12.79,7.84,0,84.7,146.41
Hebbal,1092,1,1,1,25,3.79,6.9,2,72.5,116.25
Koramangala,3162,6,7,2,19,11.8,10.8,0,54.1,364.01
Whitefield,1092,3,4,1,22,15.81,2.01,0,68.7,96.58
Whitefield,639,1,1,3,21,2.26,9.98,1,81.7,65.77
Koramangala,927,2,2,0,6,20.48,6.43,2,75.7,92.52
JP Nagar,610,3,3,1,21,23.47,10.35,1,70.8,75.45
Yelahanka,1070,2,2,2,11,5.24,5.23,1,65.7,123.2
Koramangala,3176,6,5,3,1,19.11,5.89,1,85.2,395.8
JP Nagar,2384,3,3,3,13,8.18,5.18,1,90.5,221.53
Marathahalli,3688,6,7,2,22,17.08,1.34,1,83.4,312.2
Indiranagar,1562,4,5,3,15,8.01,1.91,0,96.3,271.7
Electronic City,1298,3,2,2,23,21.63,6.31,2,86.8,101.85
Yelahanka,693,2,1,3,6,9.0,6.49,2,67.0,101.34
Bellandur,1392,2,2,3,3,21.3,5.72,0,77.0,168.1
Yelahanka,1117,2,1,3,19,19.27,0.35,0,70.3,77.57
Electronic City,1841,5,5,3,27,5.31,,1,72.8,153.31
Sarjapur Road,647,1,1,2,4,4.35,1.78,1,93.7,93.26
Hebbal,1235,3,2,1,13,19.6,6.88,1,58.1,123.83
Indiranagar,505,1,1,3,8,10.06,3.6,3,40.8,62.77
Whitefield,1445,2,3,2,4,23.76,11.9,0,81.7,143.14
JP Nagar,1740,3,2,2,1,23.6,4.44,2,50.9,165.17
Koramangala,492,2,1,2,4,17.49,9.89,1,49.3,75.97
Koramangala,574,2,1,1,28,12.76,3.1,2,99.5,112.19
Whitefield,588,1,2,0,2,5.28,2.44,1,56.0,68.97
Yelahanka,1088,2,2,2,9,22.12,2.81,1,52.2,65.67
Indiranagar,556,1,2,2,7,2.51,4.13,0,51.5,110.11
HSR Layout,2561,6,5,2,25,9.57,10.22,1,64.7,281.0
JP Nagar,1525,3,2,1,9,8.32,9.21,1,64.6,165.29
Jayanagar,1668,3,2,3,28,23.98,5.34,1,77.9,151.17
Marathahalli,501,2,2,1,1,3.39,2.42,0,46.2,54.63
Electronic City,2444,3,4,2,13,22.31,0.77,4,78.1,190.2
Yelahanka,1715,3,4,0,26,11.68,7.5,0,67.2,151.98
Hebbal,825,1,1,2,3,1.66,8.54,2,52.5,84.76
Hebbal,514,1,2,3,20,18.36,7.35,1,86.7,100.6
Bellandur,1151,2,2,0,11,2.97,6.11,2,68.4,171.35
Sarjapur Road,928,1,1,0,19,6.31,11.68,0,83.0,66.81
Hebbal,950,2,3,1,28,20.09,0.49,1,95.2,135.42
Koramangala,814,1,2,1,13,4.29,,0,61.2,96.38
Yelahanka,1784,3,3,3,15,8.47,3.46,4,93.9,179.01
Sarjapur Road,400,1,2,1,4,9.34,4.72,3,52.0,97.09
Electronic City,2635,4,4,3,25,14.93,9.08,3,53.3,205.49
Koramangala,2078,4,5,0,15,19.85,,1,79.8,271.79
Koramangala,1347,2,3,0,26,6.15,8.58,0,46.2,164.56
HSR Layout,1109,3,4,0,28,5.54,4.12,0,67.3,201.6
Jayanagar,2177,4,5,3,3,5.94,,3,52.8,273.72
Yelahanka,1172,3,4,1,28,9.85,2.23,4,74.3,139.56
Indiranagar,1030,1,1,1,2,13.61,11.2,0,88.4,138.64
Whitefield,2245,3,2,1,0,0.83,9.53,0,42.5,189.96
Whitefield,3795,6,7,2,29,19.62,2.21,2,64.8,336.4
Marathahalli,703,1,2,0,3,23.2,4.77,1,83.8,97.19
Bellandur,1516,3,4,0,8,21.17,1.43,1,60.5,164.78
Sarjapur Road,660,1,1,2,0,1.41,7.28,1,42.5,79.87
Yelahanka,1581,3,2,0,15,13.35,11.53,3,75.5,127.22
Hebbal,782,2,2,0,22,20.44,1.13,1,47.2,50.29
JP Nagar,2337,5,4,2,2,8.93,3.25,0,62.2,254.62
Bellandur,1136,1,1,0,23,22.48,9.11,1,99.4,115.61
HSR Layout,1231,2,3,1,5,22.23,5.61,0,63.9,153.45
Hebbal,2943,5,6,2,12,3.97,4.2,1,90.6,311.06
Koramangala,802,2,2,0,16,12.59,7.29,0,91.6,201.17
Indiranagar,1749,5,5,1,14,1.13,3.67,1,55.8,264.19
Yelahanka,847,1,2,3,25,7.41,4.08,1,75.7,62.38
Jayanagar,2317,5,6,0,20,20.39,9.71,0,96.8,282.99
Bellandur,3206,6,5,2,29,24.39,4.82,3,76.4,298.26
Bellandur,1038,1,1,1,11,22.88,8.47,2,88.8,118.39
Indiranagar,400,1,2,3,28,1.54,1.98,0,67.8,102.52
Hebbal,822,1,1,3,7,23.2,4.91,1,83.2,106.3
Marathahalli,4573,6,6,0,26,20.65,6.71,0,41.3,364.49
Sarjapur Road,866,1,1,3,15,21.76,3.35,1,87.2,105.2
Hebbal,3178,6,7,2,2,22.91,5.17,1,80.3,315.17
Sarjapur Road,860,2,1,3,27,12.46,9.17,1,61.5,75.63
Bellandur,848,1,2,0,27,5.67,2.11,2,65.0,82.69
Electronic City,1842,3,2,3,3,1.02,6.11,1,59.6,168.97
Bellandur,1725,3,3,0,6,1.08,3.29,0,71.5,225.25
Bellandur,1917,2,2,3,14,16.24,5.04,1,46.5,174.79
Indiranagar,1203,2,3,1,10,8.76,,1,90.7,205.51
Koramangala,2120,5,6,0,15,12.65,7.93,1,68.7,308.74
Indiranagar,2036,4,5,2,21,3.72,9.25,1,42.6,292.82
Yelahanka,2258,4,3,2,13,24.4,6.1,3,73.2,145.65
Bellandur,852,2,1,3,22,3.68,,1,95.8,113.04
Sarjapur Road,2119,4,3,1,12,11.4,10.45,0,45.2,195.47
JP Nagar,901,3,3,3,8,11.36,2.4,0,47.4,110.27
Sarjapur Road,1101,2,3,3,24,0.71,7.03,3,63.2,147.46
Jayanagar,1088,2,1,1,17,16.86,6.42,1,84.1,128.01
Hebbal,693,1,1,0,2,13.69,3.58,0,76.3,107.57
Whitefield,462,2,3,2,19,12.69,11.44,1,67.5,75.51
Jayanagar,2352,4,4,1,21,20.54,8.18,1,99.6,284.41
Marathahalli,816,3,4,3,4,6.41,5.75,1,51.1,127.19
HSR Layout,1035,2,1,0,21,21.6,5.43,2,89.3,111.91
Yelahanka,803,3,3,3,26,21.69,1.29,1,47.4,92.32
Yelahanka,1042,1,1,0,23,20.76,9.41,2,50.8,51.47
Marathahalli,909,1,1,2,1,8.86,1.19,2,57.7,140.81
JP Nagar,2425,4,5,2,21,4.48,2.57,1,92.4,230.91
HSR Layout,867,2,3,0,24,12.14,2.14,1,66.7,88.49
Koramangala,3081,5,5,2,20,6.87,1.0,0,63.7,368.95
Bellandur,2245,4,5,3,16,1.78,9.99,1,69.4,225.38
HSR Layout,924,3,3,0,15,7.35,,0,77.9,135.3
JP Nagar,1431,3,2,3,28,11.99,7.58,2,65.4,157.72
Electronic City,1597,2,2,0,23,3.26,10.56,0,97.8,144.5
Whitefield,1906,3,3,3,19,23.64,8.17,2,48.1,167.74
HSR Layout,2013,4,5,2,23,16.57,8.28,1,68.5,247.71
HSR Layout,1330,1,2,1,12,3.84,10.7,1,64.9,163.63
Whitefield,710,2,3,3,19,20.4,1.28,3,81.6,78.2
Bellandur,1707,4,3,0,10,23.24,0.85,0,97.8,186.93
HSR Layout,1054,1,1,2,7,6.94,0.83,0,57.3,120.62
Whitefield,400,1,1,0,24,4.01,5.13,3,97.3,87.34
Whitefield,1487,1,2,3,20,8.4,11.37,0,89.7,141.86
Whitefield,801,1,1,0,4,20.89,10.47,3,88.6,98.94
Indiranagar,933,1,1,0,1,4.79,9.43,1,44.4,150.39
JP Nagar,1204,1,1,3,24,19.59,4.97,2,96.4,72.14
Indiranagar,511,3,4,2,26,18.05,9.93,2,90.3,141.04
Electronic City,1295,3,4,2,3,16.46,2.78,1,81.1,126.86
Jayanagar,1008,3,2,3,2,11.12,7.11,0,47.7,109.34
Koramangala,741,1,2,2,1,9.49,9.0,0,65.2,93.77
Indiranagar,1231,2,2,1,2,2.59,,0,90.4,229.93
Indiranagar,474,2,1,0,15,9.26,10.51,0,66.3,89.8
Jayanagar,1251,3,2,3,19,15.25,8.78,1,66.2,182.15
JP Nagar,1554,3,4,1,8,22.51,6.49,4,56.2,182.82
Jayanagar,1419,2,1,0,5,20.91,0.94,2,43.1,114.2
Koramangala,1852,3,2,3,25,1.29,8.4,2,70.8,241.11
Marathahalli,2278,4,5,2,14,3.9,5.48,2,86.5,268.72
Whitefield,1147,2,1,3,4,21.29,8.89,1,48.8,85.97
Hebbal,2192,3,3,3,28,23.51,0.63,2,93.6,241.52
Yelahanka,1145,2,3,0,8,1.87,6.98,1,73.3,118.74
Koramangala,817,1,1,0,23,17.68,5.47,1,88.7,109.49
Electronic City,967,2,2,0,5,9.46,5.27,1,80.0,110.78
Bellandur,1390,1,1,1,2,9.43,6.31,1,48.1,134.08
Electronic City,2180,5,5,2,22,16.25,1.66,1,94.4,216.62
Whitefield,1201,2,1,3,12,20.35,11.24,0,83.1,103.84
Koramangala,828,1,1,3,25,7.23,8.52,3,42.1,99.25
Electronic City,2656,4,5,2,21,17.78,1.2,2,74.8,213.86
Electronic City,545,1,2,3,27,16.08,,2,68.8,57.86
Jayanagar,831,2,2,0,14,13.17,2.69,1,91.5,155.03
Marathahalli,1961,4,4,3,10,15.26,3.03,2,47.4,183.06
Marathahalli,3170,6,7,2,29,0.94,6.01,0,75.5,312.72
Koramangala,1563,4,5,1,15,0.6,6.53,0,58.6,267.24
Whitefield,1377,4,5,1,14,13.99,1.92,1,54.7,168.83
Indiranagar,1023,3,4,2,23,13.34,11.69,1,41.4,143.23
Sarjapur Road,1622,3,3,3,27,2.25,9.93,4,59.9,164.18
HSR Layout,1288,2,3,3,5,12.55,7.68,0,63.8,181.48
Yelahanka,792,1,1,1,13,19.06,3.48,0,66.9,36.32
HSR Layout,1012,2,2,3,10,13.76,10.94,1,84.1,152.75
JP Nagar,745,1,1,1,25,13.18,3.92,3,64.2,76.97
Hebbal,1209,3,4,2,19,18.09,,0,51.7,132.52
Marathahalli,1312,2,1,2,9,4.71,4.36,0,63.9,149.03
Koramangala,2948,6,7,3,15,11.71,0.77,1,44.2,352.07
HSR Layout,864,1,1,0,11,4.13,0.93,1,98.3,124.24
Whitefield,1086,2,2,0,6,13.33,5.81,2,44.0,83.12
Yelahanka,2399,3,2,1,6,15.0,10.6,1,52.1,167.69
HSR Layout,3239,6,6,2,26,3.48,11.32,0,65.7,372.24
Yelahanka,1558,4,3,1,23,2.35,,1,96.0,146.13
Bellandur,1044,2,1,2,17,4.58,4.97,1,50.7,83.55
Whitefield,925,2,2,1,14,14.87,3.86,1,64.0,84.57
Hebbal,435,1,1,1,26,5.15,2.75,0,99.4,92.96
Sarjapur Road,720,1,2,1,5,7.24,6.55,3,76.1,107.57
Jayanagar,1269,2,2,3,29,17.71,5.89,2,76.9,152.36
Electronic City,1086,2,2,0,18,6.58,5.71,3,98.4,139.41
Yelahanka,1691,4,5,2,7,10.24,3.93,0,70.4,179.12
Hebbal,1078,2,2,1,19,23.26,7.07,2,40.2,70.37
Whitefield,805,3,3,0,14,20.71,7.37,1,41.9,110.63
Yelahanka,1448,3,2,1,29,6.76,10.53,1,80.9,125.0
Yelahanka,4760,6,7,1,3,15.14,,3,52.7,351.96
Indiranagar,1008,2,3,2,17,16.81,4.09,4,68.7,159.18
Indiranagar,1295,3,2,3,12,22.56,4.68,1,73.1,190.09
Jayanagar,1912,4,5,1,21,13.91,3.03,1,80.0,231.72
Hebbal,876,2,1,2,21,14.25,2.22,0,45.0,66.05
Whitefield,2417,5,5,3,0,22.27,1.48,1,85.6,261.23
Jayanagar,504,1,2,3,27,1.83,0.6,2,95.2,134.55
Indiranagar,959,1,1,0,7,15.89,5.13,3,55.3,147.37
JP Nagar,1011,2,3,0,18,10.71,11.52,1,62.8,104.58
Sarjapur Road,1304,4,4,1,16,22.79,6.55,1,84.6,163.24
Jayanagar,406,1,2,0,9,24.03,8.96,3,54.9,58.83
Koramangala,2525,3,4,2,0,4.67,4.89,2,72.5,332.21
Jayanagar,1507,2,2,2,0,7.4,4.74,1,79.6,211.23
Whitefield,2225,5,4,0,20,7.2,1.68,1,92.8,243.23
Whitefield,2914,6,7,2,4,2.97,3.74,2,60.7,325.37
JP Nagar,799,1,1,2,0,12.33,11.16,4,69.6,78.59
Marathahalli,400,2,1,1,20,13.07,5.98,0,51.1,25.0
Marathahalli,2254,4,3,1,22,14.54,,2,58.5,179.36
Indiranagar,1025,3,2,2,20,16.74,,3,45.7,152.07
Koramangala,643,2,1,0,24,2.04,4.98,2,51.9,109.17
Indiranagar,1648,2,1,2,19,15.75,9.96,2,60.8,191.55
Bellandur,4652,6,7,3,12,22.89,1.3,1,65.5,436.8
Bellandur,1130,1,1,3,8,11.65,6.36,1,82.4,122.49
Electronic City,2025,3,4,3,15,3.11,9.65,1,67.5,190.7
Bellandur,697,1,2,1,27,2.61,10.27,0,42.9,62.23
Marathahalli,475,1,2,0,7,7.4,4.88,2,85.3,83.52
Sarjapur Road,1984,3,3,2,13,18.94,,2,72.0,210.55
Bellandur,1620,4,3,0,28,6.89,11.6,2,96.4,194.03
Indiranagar,929,2,2,0,16,20.45,7.54,0,78.1,132.02
Yelahanka,3067,5,4,0,28,20.58,9.78,4,72.0,217.5
Whitefield,455,1,1,3,3,11.7,6.97,1,57.7,67.58
Sarjapur Road,610,1,2,2,6,7.87,9.52,1,54.2,89.78
Sarjapur Road,890,3,3,1,16,15.14,,1,53.8,80.01
Jayanagar,986,1,2,0,27,20.36,8.6,1,64.4,67.82
Indiranagar,2687,5,5,0,23,2.08,2.02,1,50.3,347.38
Whitefield,1233,3,2,3,15,23.86,1.17,0,90.7,127.43
Marathahalli,1079,3,2,3,13,16.32,,1,88.3,142.29
Sarjapur Road,597,1,1,2,15,10.25,3.25,1,83.7,101.03
Electronic City,2181,3,3,1,26,12.9,10.53,1,42.9,130.49
Indiranagar,642,1,1,1,1,9.95,2.51,0,44.3,76.92
Sarjapur Road,595,2,2,3,23,10.61,10.95,2,78.2,83.83
Koramangala,963,2,2,2,14,15.09,9.7,1,84.9,140.51
Hebbal,1313,2,1,0,10,1.98,,2,41.6,140.54
Jayanagar,808,2,3,2,12,4.8,2.95,3,57.4,155.75
Whitefield,1770,2,1,1,3,6.06,10.57,0,48.2,166.23
Bellandur,1027,2,1,3,23,10.48,7.13,2,53.9,115.96
Sarjapur Road,2141,5,5,0,0,9.59,1.19,4,71.1,237.81
Indiranagar,1584,4,3,0,14,18.19,11.19,0,46.6,182.03
Bellandur,3214,6,5,1,11,6.85,2.5,2,53.8,311.88
Hebbal,941,3,3,0,20,1.9,2.72,0,73.9,133.76
Electronic City,1909,5,5,2,8,1.86,8.51,2,70.5,207.83
Bellandur,449,1,2,1,6,0.78,7.08,2,91.5,112.25
Koramangala,5887,6,5,1,2,1.43,10.86,1,49.0,621.27
Marathahalli,1857,2,3,0,15,21.54,3.82,2,62.2,146.5
Sarjapur Road,1020,3,4,1,3,17.58,0.69,1,95.5,136.73
HSR Layout,1041,2,3,3,25,24.9,11.94,1,87.7,97.2
HSR Layout,1048,3,4,2,22,1.0,3.89,1,75.8,180.53
Bellandur,3301,5,4,1,13,21.3,2.11,0,86.1,306.08
JP Nagar,1967,3,2,3,21,17.55,11.82,1,66.9,175.82
