location,property_type,bedrooms,bathrooms,area_sqft,age_years,floor,parking_spaces,metro_distance_km,clubhouse,swimming_pool,gym,security_rating,price_inr
DLF Phase 2,Apartment,3,3,1083,14,9,2,14.09,1,1,1,2,16242268
Sector 83,Builder Floor,2,2,1261,15,24,2,9.14,1,0,1,3,22850390
Golf Course Road,Apartment,3,4,1802,10,23,3,11.2,1,1,1,3,62691656
New Gurgaon,Apartment,2,2,1552,23,37,2,13.54,0,0,0,3,26345239
New Gurgaon,Apartment,3,4,1784,24,15,4,8.31,1,1,1,5,37696594
Sector 89,Apartment,4,5,2540,16,36,1,12.95,1,1,0,1,48575536
Sohna Road,Builder Floor,1,2,509,18,14,1,8.17,1,0,1,3,10286780
Sector 70,Penthouse,3,4,2141,12,20,1,9.03,1,0,0,2,31678617
Sector 83,Apartment,3,3,1277,5,39,0,6.73,1,0,1,5,31070289
Sector 65,Apartment,4,5,2229,14,36,3,2.27,0,1,0,1,41786035
DLF Phase 5,Villa,3,4,1357,15,27,1,8.35,0,1,0,2,41157702
Sector 89,Villa,3,3,1673,3,17,2,14.66,1,0,1,5,31535722
Sector 85,Apartment,4,5,2092,7,26,1,11.83,1,0,0,5,43810130
Sector 57,Apartment,3,3,2151,24,41,1,11.24,1,1,1,1,36652346
DLF Phase 2,Apartment,3,4,1708,6,4,1,9.69,1,1,1,3,34463544
Sector 92,Apartment,2,3,1617,16,3,1,5.28,0,1,1,2,28268875
Sector 65,Apartment,4,5,2265,15,19,2,2.63,1,1,1,4,49545999
DLF Phase 2,Apartment,4,5,1793,1,41,4,3.45,1,1,1,3,35598061
Sector 56,Apartment,5,5,2830,16,40,2,0.19,1,1,1,4,56166719
DLF Phase 1,Apartment,5,5,3333,24,39,2,10.13,1,1,1,2,61963331
DLF Phase 4,Builder Floor,4,4,3344,3,7,0,12.2,0,1,1,4,74857162
Sector 65,Apartment,3,4,1529,13,36,3,4.11,0,1,1,4,35814425
Sector 57,Apartment,4,5,3328,7,19,0,1.47,1,0,1,1,60886788
DLF Phase 4,Apartment,3,4,1720,4,12,3,5.1,1,0,1,1,48738813
Sector 57,Apartment,3,3,1613,4,20,2,4.45,1,1,0,1,30612399
Golf Course Road,Penthouse,3,4,2125,4,38,1,6.82,1,0,1,4,57701340
DLF Phase 1,Apartment,2,2,1598,4,12,2,4.04,1,1,1,4,28952938
Sector 56,Apartment,4,4,2711,2,29,4,5.16,1,1,1,5,49874442
Sector 70,Builder Floor,3,3,1205,5,30,1,13.62,1,0,1,5,25130901
Palam Vihar,Apartment,2,3,1293,0,20,1,5.09,0,0,0,1,18871852
Sector 85,Villa,2,3,1808,7,4,1,11.8,1,0,1,5,32312666
Golf Course Road,Apartment,4,5,1124,12,2,2,9.42,1,0,1,3,48013275
Sector 85,Apartment,3,4,1956,19,30,1,5.13,1,1,1,5,40727980
Sector 92,Apartment,3,3,1680,5,23,3,12.29,1,0,0,5,34412736
Sector 83,Apartment,3,3,1406,17,6,3,8.97,0,1,1,3,31083707
Sector 82,Builder Floor,3,4,2234,17,18,3,0.23,0,0,1,3,41300448
Sector 83,Builder Floor,1,2,450,15,22,1,1.12,1,1,1,2,13021120
Sohna Road,Apartment,3,4,1652,7,37,2,11.31,0,0,1,4,32198619
Sector 67,Apartment,4,4,2960,16,4,1,6.75,1,1,0,4,50703144
South City 1,Builder Floor,3,4,2172,7,43,2,6.14,1,0,1,1,38975944
Sector 54,Villa,3,3,2050,14,11,3,2.27,1,0,1,2,40036180
Golf Course Extension Road,Apartment,1,1,624,9,41,2,2.44,0,1,1,2,25800824
Sector 84,Apartment,3,3,1747,0,35,3,11.99,1,1,0,2,35003298
Sector 85,Apartment,1,1,534,8,11,3,12.45,1,0,0,2,9522773
Palam Vihar,Villa,3,3,1392,16,34,1,8.44,1,0,1,5,28268963
South City 1,Apartment,3,3,2141,19,9,2,4.5,0,1,1,2,35639563
Sector 89,Apartment,4,4,2518,24,31,0,14.0,1,1,1,1,44340776
Sector 67,Builder Floor,3,4,2154,0,42,1,9.4,0,0,0,4,38872455
Sector 82,Apartment,2,3,981,8,32,1,11.97,1,0,1,2,18639016
South City 1,Apartment,3,4,1462,13,43,3,0.15,1,0,0,4,25191259
Palam Vihar,Apartment,3,3,2008,23,35,2,6.81,1,0,0,3,36303049
Palam Vihar,Apartment,2,2,562,4,11,2,13.08,0,0,1,1,8115916
DLF Phase 1,Apartment,3,4,737,5,17,2,5.14,0,0,1,3,15949186
Sector 83,Apartment,4,4,2967,4,36,3,10.93,1,0,1,2,55502297
DLF Phase 5,Apartment,2,2,1001,3,2,2,9.9,0,1,1,5,33890349
DLF Phase 3,Apartment,3,3,1881,15,24,1,2.37,0,0,0,5,47028291
South City 1,Builder Floor,4,4,2612,15,15,2,11.65,1,1,0,1,44700920
Sector 56,Builder Floor,3,3,2234,9,28,2,1.78,0,0,1,2,42515027
Sector 89,Apartment,3,3,1615,13,3,2,10.95,0,0,1,2,25602890
DLF Phase 5,Apartment,2,2,1092,12,29,0,14.87,1,0,1,2,35218853
Golf Course Extension Road,Apartment,2,2,1027,3,13,1,14.37,0,0,1,2,33064082
Sector 70,Apartment,3,3,2060,13,22,3,12.02,1,1,1,1,36510551
DLF Phase 3,Apartment,3,3,2079,23,31,1,8.06,1,0,0,1,42324031
Sector 67,Builder Floor,5,5,3894,23,7,2,10.15,1,1,0,1,68916206
Sector 67,Apartment,2,2,850,8,26,1,10.95,1,1,1,5,10558709
Sector 56,Apartment,3,4,2738,2,31,1,0.23,0,1,1,2,53673195
DLF Phase 2,Apartment,2,2,1112,9,38,1,1.63,1,1,1,3,19652619
Golf Course Road,Builder Floor,2,2,1186,14,38,2,9.0,1,0,1,4,48522270
Sohna Road,Apartment,3,4,1868,23,4,3,0.2,1,0,1,1,37354167
DLF Phase 4,Builder Floor,3,4,1417,18,35,1,13.64,1,0,1,1,40420245
Sector 65,Apartment,2,3,1084,1,33,1,7.4,0,0,1,5,23788740
Sector 82,Villa,2,2,1608,1,3,2,3.94,1,0,1,5,25655010
Sohna Road,Villa,3,3,2419,8,19,1,5.97,1,1,0,4,41517078
Golf Course Extension Road,Apartment,5,6,3143,3,9,3,12.78,0,0,1,5,70614408
Sector 70,Apartment,4,5,2984,4,19,1,13.92,1,1,1,1,55415557
South City 1,Apartment,2,3,1315,1,19,2,1.83,1,0,1,2,26982886
Sector 89,Apartment,4,4,2367,24,26,2,11.69,0,0,1,2,40750714
Sector 70,Builder Floor,3,3,1483,6,13,3,8.72,0,1,0,5,28836500
Palam Vihar,Builder Floor,4,5,1917,18,22,2,8.82,1,0,1,4,37712395
Sector 67,Builder Floor,3,3,1481,5,8,1,11.71,1,1,1,2,29580386
New Gurgaon,Builder Floor,3,3,2478,22,24,1,3.42,1,0,1,1,44528318
DLF Phase 1,Apartment,4,5,2889,15,26,3,8.01,1,0,1,2,53883495
Sector 89,Apartment,2,3,1603,13,41,3,4.86,0,0,1,4,30465732
DLF Phase 1,Builder Floor,4,5,2623,11,41,0,1.51,1,0,1,5,55056088
DLF Phase 4,Apartment,4,4,1906,5,3,3,1.67,1,1,1,3,57736882
Sector 56,Builder Floor,5,5,3422,21,7,2,2.13,1,0,0,2,62434670
DLF Phase 3,Apartment,2,2,1555,12,2,2,9.26,1,0,1,1,39052387
Sector 92,Apartment,2,2,1379,14,33,0,1.68,1,0,1,4,25037145
Sector 57,Penthouse,2,2,831,23,12,3,8.59,1,0,1,2,15494957
DLF Phase 3,Apartment,5,6,1968,13,12,1,8.87,0,1,1,3,55838862
Golf Course Road,Penthouse,2,2,1378,7,10,2,13.57,1,0,1,5,47735271
Golf Course Road,Penthouse,3,3,1668,20,41,0,9.43,0,1,0,2,53273710
South City 1,Builder Floor,3,4,1931,19,27,3,14.79,1,0,1,4,38525776
Sector 65,Builder Floor,3,4,1496,10,18,0,0.56,1,0,1,2,36285778
South City 1,Apartment,2,3,1235,20,4,1,10.59,0,1,1,5,16705054
DLF Phase 1,Villa,3,4,1337,8,40,1,0.49,1,1,0,4,24789417
Sector 83,Apartment,4,4,2538,11,23,1,10.97,1,1,1,3,43960156
DLF Phase 5,Apartment,1,1,701,5,21,2,5.85,1,1,0,1,26167124
Sector 57,Apartment,4,5,2838,18,36,1,9.21,0,0,1,5,61203570
Sector 56,Apartment,3,3,1251,2,30,4,4.71,0,0,1,2,31030983
Sector 67,Apartment,3,4,1996,0,21,2,2.47,1,1,0,3,38531627
Sector 82,Apartment,3,3,1553,14,23,2,10.88,1,0,1,4,30178916
Sector 65,Apartment,2,2,1627,14,21,1,13.58,1,1,1,4,25453895
DLF Phase 5,Villa,3,3,2201,4,8,2,2.84,1,1,1,4,56981728
DLF Phase 5,Apartment,4,5,2414,21,39,1,13.82,0,1,1,2,54595786
Sector 85,Villa,2,3,1810,23,13,3,2.19,0,1,1,5,26700548
Sector 65,Builder Floor,3,3,1494,10,40,1,11.06,1,1,1,3,31867920
DLF Phase 3,Builder Floor,1,1,592,24,22,3,14.4,0,0,0,4,15626816
Golf Course Extension Road,Apartment,4,5,2703,22,7,1,2.3,1,1,1,1,59052307
Sector 84,Builder Floor,3,4,2654,0,24,4,6.58,1,0,1,5,55482804
Sector 89,Apartment,3,3,2414,22,5,1,5.13,1,1,0,3,42934203
Sector 85,Builder Floor,2,2,1424,9,26,0,5.89,1,1,0,3,29678403
DLF Phase 1,Apartment,5,6,2385,24,10,2,11.32,1,1,1,4,45124383
DLF Phase 5,Villa,2,2,953,19,11,4,9.95,1,1,1,1,39537499
DLF Phase 2,Penthouse,3,4,2092,10,40,2,14.53,1,1,0,4,39940407
DLF Phase 1,Apartment,3,4,1273,6,38,1,2.86,1,0,1,5,24649070
Golf Course Extension Road,Apartment,4,4,2579,24,11,2,8.19,0,1,0,2,57461629
Sector 54,Builder Floor,2,2,1425,16,30,3,6.79,1,0,0,5,19788537
Sector 54,Apartment,4,4,1572,11,4,0,13.79,0,1,1,1,30564489
Sector 85,Villa,3,4,2072,24,2,1,0.26,1,1,1,2,35905680
Sector 84,Apartment,3,4,2176,3,13,3,14.84,0,1,1,3,41457016
DLF Phase 2,Apartment,3,4,1647,11,39,3,7.25,1,1,1,4,32635203
Golf Course Extension Road,Penthouse,4,4,2312,23,17,2,9.42,0,1,0,5,57979867
Golf Course Extension Road,Builder Floor,3,3,1049,2,23,4,5.46,1,0,1,4,36978736
Sector 56,Villa,4,5,2338,17,10,1,12.8,1,1,1,5,44894776
Palam Vihar,Apartment,2,3,772,11,13,2,8.47,1,0,1,4,18339528
New Gurgaon,Builder Floor,4,4,2013,23,42,2,9.98,0,1,1,2,36514811
DLF Phase 3,Apartment,2,3,1087,23,39,2,9.77,1,0,0,4,33023171
Sector 65,Apartment,3,3,1314,18,42,3,5.52,1,1,1,1,29535624
DLF Phase 3,Builder Floor,3,3,1276,12,29,3,1.23,1,0,0,1,37959766
Sector 54,Apartment,3,4,1296,15,16,1,12.13,0,0,1,4,23782219
Sector 65,Apartment,2,3,1541,7,3,0,4.42,0,1,0,3,24663639
DLF Phase 4,Apartment,3,4,1770,5,36,1,12.75,1,1,0,1,48566279
Sector 83,Builder Floor,2,3,1554,9,4,2,9.17,1,1,1,5,29100734
Sector 92,Apartment,3,4,1629,24,36,1,5.37,1,1,0,4,28341333
Sector 85,Builder Floor,2,2,1092,9,16,3,8.95,0,0,1,4,20075061
DLF Phase 4,Apartment,3,4,1622,5,41,1,9.72,0,0,1,1,42486129
Palam Vihar,Builder Floor,2,2,450,7,6,0,10.63,0,0,1,3,15320586
Golf Course Road,Builder Floor,2,3,1341,17,42,2,12.35,0,0,1,5,48344200
New Gurgaon,Apartment,2,3,1170,16,28,2,2.48,1,0,1,1,18707972
Sector 82,Apartment,3,4,1821,9,36,1,14.17,0,1,1,1,34014296
DLF Phase 1,Apartment,4,5,1228,1,23,2,6.22,1,0,1,2,24650978
DLF Phase 3,Apartment,4,5,2383,11,12,2,12.92,1,0,0,1,53084870
DLF Phase 5,Villa,2,3,1077,19,42,1,3.39,0,1,0,5,38060741
Palam Vihar,Apartment,3,3,1852,9,31,1,0.53,1,0,1,2,33578339
Sector 84,Builder Floor,3,4,1768,8,12,2,8.64,1,0,0,3,31473406
Sector 70,Apartment,3,4,1596,15,32,1,4.94,0,0,1,3,31396739
Sector 57,Apartment,3,4,2036,6,25,3,14.77,1,1,1,1,36545792
DLF Phase 3,Villa,2,3,1486,8,29,2,1.66,1,0,1,5,41177141
Sector 67,Apartment,3,3,1628,24,19,1,0.8,1,1,1,3,35350019
DLF Phase 3,Apartment,3,3,1191,24,22,1,0.77,1,1,1,5,36549998
Sector 54,Apartment,2,2,812,23,24,1,3.33,1,0,0,5,19870242
DLF Phase 2,Apartment,3,3,1977,5,33,2,8.73,1,0,1,2,34825240
Sector 82,Apartment,3,3,2344,9,36,2,7.63,0,1,0,1,41192505
Sector 67,Apartment,2,2,692,6,40,3,5.32,0,1,0,5,19898525
Sector 89,Builder Floor,3,4,1372,17,16,1,1.42,1,0,0,5,27869963
Palam Vihar,Apartment,4,5,2213,10,2,1,3.58,1,0,1,5,45448295
Sector 83,Apartment,4,4,1257,0,8,1,2.84,0,0,0,1,26414059
Sector 85,Apartment,3,4,1759,20,13,1,11.21,0,0,1,2,36013056
Golf Course Extension Road,Apartment,3,4,1952,23,30,2,11.72,1,1,0,5,44851765
Sector 67,Builder Floor,3,4,2001,18,1,4,11.68,1,1,1,4,37962871
DLF Phase 4,Penthouse,3,4,1632,22,12,2,14.54,0,0,1,2,41477012
Sector 57,Apartment,2,3,1100,4,7,3,13.28,0,1,1,1,17746523
Sector 56,Villa,3,3,1371,23,14,1,7.52,0,0,1,3,26519107
Sector 57,Apartment,3,3,1056,5,42,1,6.28,1,1,1,5,30446104
Golf Course Extension Road,Apartment,3,3,1721,21,35,1,13.74,1,1,1,4,40725462
Sector 82,Apartment,5,5,3285,6,28,1,9.21,0,0,0,3,57019936
Sohna Road,Apartment,4,4,2408,22,12,2,4.49,1,0,1,3,43011016
Sector 89,Apartment,2,2,1510,3,40,1,8.51,0,0,1,5,26509556
Sector 54,Apartment,2,3,1296,15,24,3,14.88,1,1,1,5,25374435
DLF Phase 5,Apartment,2,2,1384,9,1,4,12.76,0,1,1,3,37408440
DLF Phase 2,Villa,4,5,2493,14,17,1,4.29,1,0,0,4,50592998
Sector 56,Apartment,3,4,2580,12,38,2,14.3,1,1,1,2,49199093
Sector 83,Apartment,5,5,2657,7,28,2,14.72,0,1,1,5,52970011
South City 1,Builder Floor,3,3,2085,21,33,1,3.54,1,0,1,5,34497241
Sector 67,Apartment,4,4,2538,12,24,3,13.44,0,0,0,1,48309872
Sohna Road,Apartment,3,4,2109,23,6,1,13.26,1,1,1,5,35889464
Sector 57,Builder Floor,4,4,2586,6,21,2,0.69,0,0,1,1,49597311
Sector 54,Villa,4,4,2376,16,4,1,10.08,0,1,1,3,43599056
Sector 54,Builder Floor,3,3,1958,3,33,1,4.65,1,1,1,4,35022559
South City 1,Builder Floor,3,4,2011,6,10,2,10.15,1,0,1,1,43381214
Sector 83,Builder Floor,4,4,2754,15,36,3,13.71,1,1,1,1,45564147
Sector 56,Villa,3,3,2414,24,13,1,7.53,0,0,1,2,40025546
Sector 65,Apartment,2,3,1254,1,36,1,6.27,1,1,0,3,25907410
Golf Course Road,Apartment,1,2,450,20,9,2,13.83,1,0,0,1,28357935
Sector 65,Apartment,3,4,1869,24,31,1,14.61,1,1,1,1,33194078
Sector 56,Apartment,3,3,1613,24,4,2,1.03,1,1,0,3,30915381
Sector 85,Builder Floor,2,2,1067,21,20,3,13.85,1,0,1,5,20164235
Sector 85,Builder Floor,2,3,1110,22,8,3,1.33,1,0,1,4,19090764
DLF Phase 4,Apartment,2,2,947,24,27,2,5.13,1,1,1,3,29661623
Sector 57,Apartment,3,4,792,13,36,3,11.46,0,1,1,2,22443025
Golf Course Extension Road,Builder Floor,2,3,1613,13,9,2,11.68,0,0,1,2,40692979
Sector 85,Apartment,2,3,1063,7,43,3,10.91,1,1,1,4,21894249
Sohna Road,Builder Floor,2,3,719,5,24,1,0.68,0,1,0,2,21149443
Sector 54,Apartment,2,3,1250,21,37,2,2.08,1,0,1,3,25129730
Golf Course Extension Road,Apartment,4,4,2744,6,41,4,14.05,1,1,1,5,66059800
Sector 57,Apartment,2,2,1150,6,40,2,1.31,1,0,1,2,27960168
Sohna Road,Apartment,3,3,1258,1,30,3,1.27,1,1,0,3,29627491
DLF Phase 3,Builder Floor,3,3,1205,24,26,0,12.55,1,0,1,2,30827724
Sector 84,Villa,5,6,4597,3,4,3,9.65,1,0,0,1,79688650
DLF Phase 2,Builder Floor,2,2,805,12,1,2,5.34,1,0,1,1,10368735
Sector 82,Apartment,2,3,743,9,20,1,2.57,1,1,1,5,15481197
Sector 70,Apartment,1,2,556,8,28,0,13.27,1,0,0,1,11164809
Sector 85,Builder Floor,2,2,1430,14,24,1,14.83,0,0,1,1,20298978
Sector 83,Builder Floor,3,3,2496,11,28,3,0.84,1,1,1,2,44863212
Sector 92,Apartment,2,3,1140,9,28,2,8.36,1,0,0,2,23921453
Palam Vihar,Apartment,2,2,1136,18,5,3,3.99,0,0,1,4,21638565
DLF Phase 4,Builder Floor,4,4,1680,20,32,2,12.5,0,1,1,5,49028811
Sector 92,Apartment,3,3,2257,4,30,3,5.26,1,0,1,1,46022626
Golf Course Road,Apartment,2,2,1180,6,21,2,10.75,1,1,1,4,47570748
Golf Course Road,Apartment,1,2,594,19,42,1,8.14,1,0,0,2,25148286
Sector 54,Apartment,2,3,1321,10,16,1,8.17,0,1,0,4,29218596
Sector 84,Villa,5,5,3211,15,8,4,12.88,0,0,1,1,57147559
DLF Phase 3,Villa,4,5,2321,12,12,1,7.11,0,1,1,4,56802834
Sector 67,Apartment,4,5,3139,3,32,1,12.7,1,0,0,3,56959320
Palam Vihar,Apartment,5,5,1877,15,25,0,5.52,1,0,1,5,38112682
DLF Phase 3,Apartment,3,3,1888,12,3,1,2.7,1,0,1,1,46634018
Sector 83,Apartment,2,3,1314,0,26,3,6.89,1,0,1,3,25062598
Sector 82,Apartment,3,4,1626,21,36,2,7.53,1,0,1,4,29961182
Sector 54,Apartment,3,4,2058,3,17,2,7.23,0,1,0,1,40743818
Sector 85,Apartment,4,4,2771,14,27,3,12.14,0,1,1,4,47992843
Sector 82,Apartment,3,4,2266,20,22,2,8.51,0,0,1,5,33968386
DLF Phase 5,Apartment,3,4,1753,24,38,3,13.34,1,0,1,5,47437190
Sector 83,Apartment,5,5,2847,15,35,1,7.76,0,1,1,2,57475918
Sector 83,Apartment,2,3,1350,3,7,4,3.45,1,1,1,3,31352911
Sector 84,Apartment,4,4,2289,16,3,1,2.03,0,0,1,5,45333005
Sector 57,Penthouse,2,2,774,10,6,2,13.04,0,0,0,3,15555533
South City 1,Apartment,3,4,2162,24,13,2,0.94,1,0,1,4,45610235
DLF Phase 3,Apartment,2,2,686,4,15,1,1.85,1,0,1,3,30701882
Sector 92,Villa,3,3,1968,12,26,1,1.05,1,0,1,1,34522250
Sector 67,Penthouse,3,4,2866,11,33,1,6.41,1,1,0,2,51343120
Palam Vihar,Apartment,3,3,2023,22,15,1,8.04,0,1,0,3,36732359
DLF Phase 3,Builder Floor,4,5,2011,2,39,2,0.4,1,0,1,3,51028472
Golf Course Extension Road,Apartment,3,3,1610,3,41,4,7.78,1,1,1,5,47394651
Golf Course Road,Apartment,4,4,2607,9,14,2,5.97,1,0,0,1,67853836
Sector 57,Apartment,2,3,1194,8,19,2,11.63,0,0,1,5,22452241
Sector 65,Builder Floor,4,5,2823,9,28,0,12.47,1,0,1,3,50610844
Sector 82,Builder Floor,2,3,1606,12,24,1,10.31,0,0,1,4,31536752
New Gurgaon,Apartment,2,2,1568,0,41,2,7.16,0,1,1,5,32968380
Sector 92,Apartment,2,3,876,11,33,4,3.32,0,0,1,5,16960541
DLF Phase 3,Builder Floor,3,3,1806,10,12,3,12.72,1,1,0,1,49476744
Sector 56,Apartment,4,5,2675,20,10,1,5.19,1,1,0,5,51676651
DLF Phase 1,Apartment,2,2,1624,7,7,2,5.41,1,0,0,5,25471216
Sector 89,Builder Floor,3,4,1950,22,1,2,13.75,1,1,1,2,31756032
Sector 89,Builder Floor,4,4,2017,13,15,2,14.64,1,1,1,3,35251775
South City 1,Builder Floor,3,4,1982,13,1,2,13.48,1,1,1,1,34707097
South City 1,Villa,4,4,3418,19,20,3,14.97,0,0,1,5,63278107
Sector 67,Apartment,2,2,1129,22,2,0,13.05,1,0,1,3,18334540
Sector 65,Builder Floor,3,3,1505,16,3,3,10.59,1,1,0,1,29387433
DLF Phase 1,Apartment,2,2,1190,21,36,1,4.48,1,0,0,5,27247440
Sector 89,Apartment,5,6,2544,24,16,2,14.3,1,0,0,4,45137652
Sector 83,Apartment,3,3,2147,18,29,3,13.16,1,1,1,2,38869176
South City 1,Apartment,3,4,1529,19,44,2,3.69,0,0,1,1,32481472
South City 1,Apartment,2,2,1561,23,36,1,7.39,1,1,1,4,24128469
Sector 82,Apartment,2,3,1338,20,44,1,1.14,0,1,0,1,26249957
Sector 83,Villa,2,2,1395,20,39,2,14.3,0,1,1,1,23143534
Sector 54,Apartment,3,3,2089,16,3,1,8.63,1,1,0,2,32913999
Golf Course Road,Apartment,2,3,1438,5,37,2,3.75,1,0,1,4,53184376
Sector 54,Penthouse,4,5,2226,13,44,1,4.46,0,1,0,5,44609115
DLF Phase 3,Apartment,2,2,926,17,12,3,14.71,1,1,1,3,27739716
Sector 82,Apartment,4,5,2133,16,20,1,9.27,1,0,1,4,42416845
DLF Phase 1,Apartment,1,2,729,5,23,2,6.37,0,0,1,1,18315916
Golf Course Extension Road,Apartment,2,3,705,4,22,2,7.55,1,1,0,4,29467984
DLF Phase 1,Apartment,4,4,1280,12,32,2,1.57,0,0,1,3,27248204
Sector 84,Apartment,4,5,2525,15,7,1,1.22,1,0,1,4,44714707
Sector 57,Apartment,3,3,2154,20,22,2,8.93,0,0,0,3,34271878
South City 1,Apartment,1,2,737,8,44,2,7.73,1,0,1,2,11150865
Sector 67,Apartment,3,4,1400,11,2,1,5.45,1,0,1,1,26550418
Sector 54,Apartment,3,3,1304,9,14,3,8.54,1,1,0,5,27422402
Sector 92,Builder Floor,2,3,1007,12,16,3,1.18,1,1,0,4,24396265
Golf Course Road,Builder Floor,3,4,1635,18,24,1,14.17,0,1,0,2,48189176
DLF Phase 1,Apartment,3,4,1659,15,7,2,4.48,0,0,1,4,29586496
Golf Course Extension Road,Apartment,2,3,1233,16,4,2,1.17,1,0,0,2,34915976
Sector 65,Builder Floor,4,5,3187,15,37,0,2.63,1,0,0,3,56854593
Palam Vihar,Apartment,4,5,2365,13,41,1,1.52,1,0,1,2,48361780
Sector 92,Apartment,1,2,731,15,5,4,2.76,0,1,1,3,15121214
South City 1,Apartment,3,3,2074,23,2,2,6.31,1,0,0,2,37261045
Sector 89,Villa,2,2,1001,14,5,3,11.1,1,0,1,4,19711990
Sector 84,Builder Floor,4,4,2760,11,3,2,4.16,1,1,1,5,48404219
DLF Phase 4,Apartment,3,3,2041,4,42,0,6.6,0,0,0,1,46762303
DLF Phase 3,Builder Floor,2,2,1199,10,8,1,13.94,1,1,0,5,25430817
DLF Phase 1,Apartment,1,2,624,4,26,2,4.51,1,0,0,2,9222579
Sector 85,Builder Floor,1,1,591,23,10,2,11.94,1,0,0,3,7075130
New Gurgaon,Apartment,3,3,1341,23,34,1,2.45,1,1,1,4,28083004
Sector 82,Apartment,4,5,3724,10,36,2,2.76,1,0,1,1,58625423
Sohna Road,Builder Floor,2,2,1495,1,12,3,6.9,0,0,1,1,25024435
DLF Phase 1,Apartment,2,3,1347,18,20,3,3.59,1,0,1,4,23993227
Sector 92,Apartment,2,3,1086,16,29,1,13.56,1,0,1,2,17610741
Sector 70,Villa,2,2,1174,18,14,1,0.86,1,1,0,1,20171130
DLF Phase 4,Apartment,3,3,1307,11,5,4,9.0,0,1,0,4,37714802
DLF Phase 5,Apartment,3,4,1997,19,27,3,9.1,1,0,1,2,53475699
South City 1,Apartment,3,4,1941,22,4,1,1.08,0,0,1,4,32850198
Sector 67,Builder Floor,5,5,2855,24,29,3,11.02,0,1,0,1,55532270
Sector 82,Builder Floor,5,6,3020,4,3,1,7.09,0,0,0,5,61403788
Golf Course Road,Apartment,3,3,1674,11,33,1,10.87,0,1,1,1,50195173
DLF Phase 1,Builder Floor,4,4,2123,15,30,1,12.42,1,1,1,1,37738089
South City 1,Apartment,5,5,2456,0,36,1,4.91,0,0,1,5,56039470
Sector 89,Builder Floor,2,2,914,1,9,3,7.32,0,0,1,2,15005196
Sector 67,Apartment,1,2,501,9,1,2,3.99,0,1,1,4,11516587
Golf Course Road,Apartment,1,2,512,1,23,1,3.1,1,0,0,2,38022972
Sector 82,Villa,3,3,2257,24,3,3,0.11,1,0,1,2,37562306
Sector 83,Apartment,4,4,2053,9,32,3,14.46,1,1,0,4,35474645
South City 1,Apartment,3,4,945,22,24,1,6.67,1,0,0,2,18248629
Sector 83,Apartment,3,4,1922,17,6,2,0.29,1,1,1,3,36725610
Sector 56,Penthouse,3,4,2061,0,13,2,0.23,1,0,0,1,40830227
Palam Vihar,Apartment,2,3,1471,4,15,2,4.4,0,1,1,3,28916365
Sector 57,Apartment,2,3,1246,11,30,2,0.31,1,1,1,4,27187182
Sector 57,Apartment,1,1,450,16,12,1,5.68,0,1,1,5,3500000
Sector 84,Apartment,2,2,976,24,40,1,1.04,1,1,1,5,19669451
Sector 84,Apartment,4,4,2736,18,35,3,0.68,1,1,1,4,49698798
Sector 84,Builder Floor,4,4,3217,17,28,3,10.07,0,1,1,4,60520102
Sector 65,Penthouse,4,5,1759,12,4,1,13.61,1,0,1,2,37362816
Sector 67,Apartment,4,5,2518,21,7,0,6.2,1,1,1,1,49179888
Sector 65,Apartment,4,4,2089,2,43,3,12.57,1,0,1,3,44731445
Sector 70,Apartment,3,3,1453,20,16,1,0.54,1,0,1,4,29458861
Sector 56,Apartment,3,4,1814,9,22,1,11.69,0,0,1,5,32536469
South City 1,Villa,3,3,1743,13,41,1,1.04,1,1,0,1,33010409
Sector 89,Apartment,3,3,949,7,25,2,12.59,1,0,1,1,23727437
DLF Phase 2,Apartment,3,4,1884,9,3,1,13.25,1,1,0,2,33861618
DLF Phase 4,Builder Floor,4,5,2583,1,22,2,11.81,1,0,1,5,65243075
Sector 89,Apartment,2,3,1409,12,31,1,12.33,0,1,1,1,24051219
Golf Course Extension Road,Builder Floor,3,3,1559,4,37,4,8.47,1,0,1,5,43744061
Sector 82,Apartment,3,4,1133,10,22,3,4.05,1,1,1,3,30482280
Sector 82,Builder Floor,2,3,1082,23,27,3,9.68,1,1,1,5,19270873
Golf Course Road,Villa,5,5,3494,0,2,3,6.65,0,1,0,1,83821042
DLF Phase 3,Builder Floor,2,3,1178,9,22,2,0.18,1,1,0,5,37151290
Golf Course Road,Villa,2,2,1437,12,17,1,7.2,1,1,1,5,48337762
Sector 83,Apartment,2,2,835,3,20,0,9.8,1,0,1,5,16215732
DLF Phase 2,Apartment,4,4,2854,20,24,1,0.31,0,1,1,1,49913378
Golf Course Extension Road,Apartment,3,3,1904,9,31,1,9.36,0,0,1,3,45537330
Sector 54,Apartment,3,4,1650,11,43,2,9.82,1,0,1,5,30442955
Golf Course Extension Road,Apartment,4,4,2999,13,8,4,2.46,1,1,1,3,72836400
DLF Phase 4,Apartment,3,4,1900,2,5,2,6.52,1,0,0,1,54914652
Sector 92,Apartment,2,3,924,1,2,2,14.47,0,0,1,4,15079353
Golf Course Extension Road,Apartment,2,3,1474,18,4,2,13.27,1,0,1,5,35843220
DLF Phase 4,Apartment,4,5,2264,10,35,1,6.22,1,0,1,3,58261888
