location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
Koramangala,1447,1,1,3,22,5.64,14.62,0,96.3,353.99
Marathahalli,691,3,2,3,24,12.47,13.68,0,74.0,207.66
JP Nagar,790,2,1,2,7,25.04,3.14,0,65.9,309.12
Hebbal,935,2,3,3,30,9.36,8.3,3,67.8,328.05
JP Nagar,1422,1,1,0,18,19.26,13.52,1,90.9,336.7
Hebbal,486,2,3,3,28,17.89,4.74,4,80.9,391.16
Yelahanka,450,1,2,2,19,7.11,12.96,3,82.7,238.01
Bellandur,676,1,2,2,25,27.48,5.13,3,83.2,117.25
Indiranagar,1670,3,3,3,8,8.12,7.28,0,93.4,600.89
HSR Layout,757,1,2,0,7,5.88,13.77,1,40.7,385.53
Sarjapur Road,809,2,3,1,25,19.34,2.06,0,49.3,251.38
Bellandur,1503,1,1,0,3,12.39,11.42,2,85.4,436.57
HSR Layout,1204,1,2,2,4,2.23,11.9,2,77.0,481.21
Indiranagar,1376,3,2,1,30,26.23,1.43,2,75.7,409.78
Indiranagar,1584,1,2,2,28,3.06,9.12,2,61.1,568.67
Sarjapur Road,924,2,1,0,16,4.47,6.42,0,64.4,214.3
HSR Layout,552,1,2,2,15,20.14,0.22,2,37.6,293.73
Indiranagar,450,1,2,2,22,8.91,10.84,0,75.7,445.26
JP Nagar,450,1,2,3,5,15.22,1.94,0,35.7,240.01
Marathahalli,1860,4,5,3,22,20.65,6.54,2,68.9,448.91
Jayanagar,450,1,1,0,6,1.46,12.15,2,55.9,355.61
Whitefield,1899,3,2,0,17,11.28,8.52,2,61.8,465.43
Indiranagar,843,1,1,2,8,29.62,5.6,2,62.8,419.28
HSR Layout,1566,2,3,3,0,13.14,8.15,1,89.6,448.71
Electronic City,1651,4,4,1,19,23.17,,1,94.8,385.88
Hebbal,1086,1,2,0,8,6.72,5.26,2,53.4,324.25
Sarjapur Road,1537,4,3,1,32,23.62,8.04,2,47.5,352.59
Marathahalli,1453,4,5,1,23,2.11,0.46,0,87.6,386.2
Marathahalli,2407,4,4,2,5,24.32,9.77,1,76.2,458.91
HSR Layout,488,2,2,3,12,10.73,13.39,4,65.0,285.62
Indiranagar,1344,2,3,3,13,26.8,14.97,0,37.7,374.26
Koramangala,859,1,2,2,4,26.61,5.46,4,53.2,357.77
Marathahalli,807,1,2,1,30,5.89,,0,87.8,205.06
Bellandur,851,1,2,0,7,15.89,8.4,2,64.1,311.98
Whitefield,2747,5,5,3,23,19.42,12.1,1,65.7,527.25
HSR Layout,482,1,1,0,10,25.96,2.59,3,90.9,205.51
Whitefield,1073,4,4,1,30,1.46,4.91,2,65.8,377.2
Yelahanka,775,1,1,2,5,20.32,14.93,2,41.6,121.27
Jayanagar,2086,3,2,3,8,22.27,3.75,2,72.7,550.41
Marathahalli,624,2,3,0,17,1.02,10.09,1,74.3,393.43
JP Nagar,1001,2,2,1,23,13.11,5.21,3,61.2,263.42
Hebbal,2198,3,2,1,26,16.73,1.2,0,98.9,443.14
Electronic City,2220,3,4,0,14,3.39,7.12,2,78.5,446.21
Hebbal,1072,2,2,0,15,24.63,8.16,0,35.9,194.56
Bellandur,1198,2,1,3,0,21.22,8.49,2,90.6,494.64
Bellandur,1790,4,4,2,30,16.48,,0,56.4,327.58
HSR Layout,1126,2,1,2,32,19.16,6.93,0,84.9,499.41
Bellandur,719,2,1,1,21,9.46,7.11,1,90.7,270.82
Hebbal,467,1,2,2,33,0.8,,2,96.7,281.07
Hebbal,1351,1,2,0,24,2.8,9.64,1,67.3,414.28
Jayanagar,578,2,2,3,23,13.54,,0,83.1,282.56
Electronic City,1399,3,4,2,24,6.72,11.51,3,40.2,390.21
Marathahalli,599,1,2,2,18,28.4,1.61,2,95.6,253.36
Electronic City,1377,4,5,2,12,14.57,2.33,0,96.1,344.92
Bellandur,809,2,2,0,5,8.88,12.11,3,38.7,406.63
JP Nagar,743,1,1,3,19,26.99,3.08,1,81.9,168.49
Yelahanka,4529,6,6,3,23,1.51,,4,35.8,601.06
JP Nagar,985,1,1,1,33,17.4,3.49,0,36.2,268.04
Koramangala,2839,4,3,3,20,7.91,5.41,0,77.3,638.94
Marathahalli,450,1,1,3,3,27.69,3.33,2,76.4,204.08
Electronic City,735,2,2,1,11,28.4,12.82,2,96.1,194.31
Koramangala,2619,3,4,1,14,27.17,6.24,1,43.2,642.53
Koramangala,839,1,2,2,5,0.83,8.63,2,46.3,387.99
Sarjapur Road,1802,2,3,0,34,6.36,11.45,3,66.6,375.17
Whitefield,450,1,1,1,33,1.0,8.34,0,70.2,379.57
Indiranagar,1135,1,1,2,24,11.72,9.21,2,71.1,372.49
Indiranagar,852,2,3,2,15,21.64,12.84,2,40.6,298.88
Sarjapur Road,1644,4,4,2,27,19.67,7.4,0,85.0,437.2
Koramangala,621,2,1,1,34,6.33,10.39,0,60.8,287.3
Yelahanka,646,2,1,1,16,24.59,7.45,3,73.2,299.49
Marathahalli,1662,2,2,3,22,14.77,12.44,1,70.1,320.15
Electronic City,1166,3,4,3,1,20.69,11.63,0,55.0,267.89
HSR Layout,2470,3,3,0,19,11.83,7.05,1,35.5,541.8
Indiranagar,542,1,1,2,31,3.76,2.38,0,83.2,333.0
HSR Layout,1650,5,4,2,31,1.39,3.54,1,87.4,583.32
Hebbal,1001,1,2,0,14,14.04,5.78,0,73.7,261.84
Sarjapur Road,450,1,2,1,8,24.22,11.62,4,80.8,236.7
HSR Layout,1204,2,1,2,5,20.24,13.68,3,48.3,399.33
Yelahanka,680,1,1,2,31,14.14,14.37,0,39.4,250.62
Whitefield,962,2,1,2,18,19.73,3.35,0,48.0,224.38
Sarjapur Road,450,1,1,1,14,16.09,13.54,2,59.5,205.24
Marathahalli,496,1,1,1,2,29.2,3.78,1,77.6,228.97
Marathahalli,2251,4,4,2,9,21.92,8.23,1,37.8,306.98
Indiranagar,1760,2,1,3,20,24.32,7.18,0,41.1,400.83
Koramangala,712,1,1,0,18,3.79,6.5,0,66.1,336.1
Sarjapur Road,1591,3,2,2,2,29.62,14.99,1,88.7,424.49
Sarjapur Road,550,1,1,0,23,12.15,12.22,0,81.1,220.22
Koramangala,550,1,1,0,11,22.36,7.81,1,63.9,160.12
Marathahalli,859,1,1,3,12,7.38,14.78,4,36.9,351.25
Jayanagar,976,2,1,3,23,21.37,5.61,2,57.4,364.07
HSR Layout,504,1,1,0,24,6.91,12.74,0,82.3,279.87
Yelahanka,957,2,1,3,6,25.16,6.37,3,74.2,295.53
Electronic City,2027,3,2,0,5,9.04,,3,87.8,282.21
Sarjapur Road,2327,4,3,1,15,24.3,6.6,3,80.3,537.76
Sarjapur Road,671,1,1,1,2,17.99,8.17,0,46.7,223.28
Marathahalli,888,2,3,0,16,6.9,1.87,3,75.7,419.11
Hebbal,507,1,2,0,34,25.83,11.96,2,51.4,205.44
Jayanagar,1035,2,3,0,13,9.75,2.52,1,97.8,322.96
Hebbal,450,1,1,2,10,0.7,12.44,1,42.6,338.12
Yelahanka,1615,2,1,0,21,9.82,4.09,2,83.5,343.87
Electronic City,1404,2,3,1,26,15.09,7.79,3,66.7,336.89
Marathahalli,1233,2,3,0,1,26.54,14.55,4,49.4,364.86
Electronic City,1699,5,5,3,6,17.46,1.86,0,92.9,338.7
Jayanagar,509,1,1,2,10,24.95,7.32,0,71.7,323.94
Electronic City,2237,4,4,3,34,27.44,14.45,3,73.2,430.3
Jayanagar,1618,4,3,1,34,14.04,1.47,1,48.4,374.74
Hebbal,894,2,1,0,9,2.62,13.96,0,62.6,381.28
JP Nagar,2464,5,5,2,28,26.25,6.09,1,44.0,591.54
JP Nagar,1438,1,1,1,17,23.15,9.17,1,65.9,333.06
Electronic City,1288,1,2,3,5,1.16,0.3,0,85.4,425.93
HSR Layout,1125,1,1,1,5,8.86,7.29,2,82.2,362.78
Bellandur,1470,3,3,0,17,18.4,8.85,1,38.0,340.37
Jayanagar,1932,3,4,0,18,5.45,9.44,1,77.3,554.58
JP Nagar,450,1,1,2,20,7.03,7.81,0,78.6,197.91
Indiranagar,497,2,2,0,12,0.87,,2,98.4,349.91
Sarjapur Road,1190,4,3,2,12,6.22,12.67,3,74.6,387.94
JP Nagar,1145,3,3,1,5,14.62,,0,83.8,386.56
Koramangala,598,1,1,1,13,21.92,14.99,1,62.4,203.8
Electronic City,1584,4,3,2,15,3.49,14.79,0,69.0,294.33
Bellandur,450,1,1,2,22,6.27,,0,57.3,305.11
Electronic City,2103,4,4,1,30,20.9,,0,42.4,382.75
JP Nagar,1933,5,5,2,5,17.43,,1,49.7,555.1
Sarjapur Road,783,2,2,2,15,4.66,4.15,1,37.8,400.01
Indiranagar,1083,3,4,3,16,22.68,,2,63.9,324.65
Hebbal,816,2,3,0,13,4.7,12.21,2,44.8,324.86
Indiranagar,943,2,2,3,25,4.16,7.29,4,43.7,431.28
Sarjapur Road,1861,1,1,1,5,6.0,1.5,4,51.4,435.28
Sarjapur Road,1690,1,1,0,25,15.07,,3,79.5,418.02
Hebbal,1194,1,2,0,4,26.25,8.64,1,72.0,269.4
Indiranagar,450,1,1,0,9,1.83,9.29,0,76.4,299.65
HSR Layout,3679,6,7,3,13,20.83,12.85,2,88.1,632.93
Whitefield,1533,3,2,0,30,1.26,12.7,0,47.1,300.45
Yelahanka,960,1,1,1,8,24.53,9.84,2,60.2,325.62
Jayanagar,3181,6,5,0,5,24.55,10.14,1,90.9,618.3
JP Nagar,630,3,2,2,22,23.69,1.76,3,78.1,270.54
Marathahalli,650,1,1,0,21,22.69,13.37,1,68.6,258.53
Bellandur,3415,6,5,1,19,29.02,2.17,2,81.5,681.57
Sarjapur Road,1476,1,1,1,24,16.9,9.39,1,52.8,393.42
Whitefield,1247,3,4,2,1,9.29,2.88,0,89.4,463.56
Whitefield,1537,2,3,1,25,27.75,3.41,0,93.3,332.55
HSR Layout,1714,2,1,2,24,4.27,0.47,1,56.7,475.42
JP Nagar,866,1,1,0,17,17.63,3.2,1,84.9,222.13
Whitefield,478,1,1,1,29,4.77,11.43,1,49.5,280.95
Bellandur,2714,4,4,1,18,19.63,,1,94.1,460.73
JP Nagar,1416,2,3,3,33,1.52,11.98,0,48.8,379.54
Electronic City,2063,2,2,2,34,24.86,9.9,1,87.9,331.71
Jayanagar,660,1,2,3,34,11.2,12.96,0,93.8,354.88
Electronic City,1499,3,2,2,8,11.32,11.38,2,58.9,326.39
JP Nagar,450,1,1,3,25,3.32,0.73,2,36.2,201.41
Hebbal,711,1,2,2,9,20.15,13.33,2,80.7,175.76
Electronic City,1076,1,1,3,2,8.96,6.42,1,50.0,321.98
HSR Layout,1128,1,2,0,15,16.53,12.65,1,58.3,328.17
Koramangala,2811,4,3,0,32,2.46,0.77,1,49.3,700.54
HSR Layout,470,1,1,3,11,17.9,14.49,2,42.4,267.96
Electronic City,1112,4,5,0,34,12.55,11.18,2,67.6,269.94
JP Nagar,1421,2,3,2,20,4.99,9.67,2,97.3,312.82
Indiranagar,2332,3,3,3,16,4.36,3.72,1,64.7,643.74
Hebbal,450,1,1,0,7,3.62,14.45,2,91.7,266.46
JP Nagar,1691,3,3,0,29,2.57,14.16,2,96.6,450.03
Indiranagar,1672,1,2,2,17,8.17,2.46,0,86.7,566.0
Koramangala,450,1,1,0,7,5.35,6.1,1,76.3,362.16
Sarjapur Road,2378,3,3,0,25,17.21,14.42,1,95.3,637.68
HSR Layout,3533,6,5,3,30,15.47,2.95,2,68.6,493.16
Electronic City,849,1,1,0,12,1.85,13.22,1,37.1,322.54
Jayanagar,3622,5,4,0,9,24.91,7.39,1,52.5,679.94
Electronic City,1361,4,3,0,28,15.25,10.16,4,98.3,369.94
Yelahanka,450,2,2,3,3,28.94,8.86,1,87.0,196.03
Bellandur,983,3,4,2,2,3.29,13.36,1,70.2,325.37
Whitefield,1836,4,4,0,4,28.77,9.49,1,82.4,483.58
Yelahanka,1480,3,2,2,32,14.23,6.69,4,67.2,272.01
Whitefield,2572,3,4,0,6,13.28,,0,57.7,566.26
Marathahalli,1113,1,2,2,5,22.28,4.52,1,92.4,367.97
Electronic City,450,1,1,2,23,13.07,10.62,1,97.8,258.97
Whitefield,2686,5,5,3,0,1.66,,1,44.3,480.34
Jayanagar,967,1,1,2,26,28.44,14.22,1,87.2,410.58
Koramangala,4936,6,7,2,1,12.11,10.87,3,64.4,915.89
Electronic City,1279,2,3,2,14,2.21,13.89,0,62.1,468.11
Hebbal,1779,3,4,1,20,17.52,10.48,1,53.7,539.42
Yelahanka,568,1,1,3,18,22.78,2.82,0,96.5,177.03
Indiranagar,450,2,2,0,23,17.26,5.96,1,61.8,337.82
Electronic City,1336,2,2,2,4,17.02,,0,88.1,350.65
Hebbal,1315,3,4,1,5,10.34,2.44,0,71.5,469.18
Koramangala,1060,2,3,1,26,15.94,,4,55.8,345.81
HSR Layout,1233,1,1,1,34,16.39,10.31,1,43.7,308.41
JP Nagar,1675,3,3,2,6,14.9,0.69,1,53.7,480.61
Electronic City,1250,1,1,1,30,26.3,0.61,2,97.4,292.46
Electronic City,2994,5,6,1,18,14.4,12.1,1,69.2,547.41
Hebbal,1420,2,2,2,13,24.61,12.09,0,56.7,442.45
Yelahanka,2759,6,7,0,33,25.63,,3,73.5,413.69
Koramangala,2393,4,5,2,8,29.26,11.55,0,41.6,422.54
Bellandur,3361,6,6,3,31,27.41,8.92,2,50.9,383.61
Jayanagar,1413,2,1,2,1,24.83,,0,52.8,429.64
Yelahanka,3003,4,4,2,32,4.68,3.4,3,56.9,435.88
Jayanagar,1196,2,1,0,0,1.34,1.35,1,80.9,308.79
JP Nagar,944,2,2,2,31,10.49,2.63,1,63.4,291.73
Whitefield,608,2,2,1,23,5.17,3.09,2,62.6,432.05
Koramangala,664,1,1,1,27,6.89,3.66,4,57.1,454.91
JP Nagar,450,2,2,2,19,0.8,1.51,2,69.5,299.99
Whitefield,4347,6,5,2,17,28.37,14.79,2,63.5,688.87
Sarjapur Road,1755,3,3,0,32,11.82,0.44,1,53.7,485.99
Electronic City,3780,6,5,2,8,3.58,13.8,1,98.6,627.15
Jayanagar,854,2,1,1,4,21.85,14.94,1,57.3,422.49
Electronic City,521,1,1,0,21,8.12,3.43,1,60.4,267.68
Electronic City,1268,1,1,1,27,5.38,4.97,1,61.4,312.12
Jayanagar,980,3,4,1,7,17.54,4.28,1,78.4,473.36
Hebbal,2492,5,6,2,3,3.45,12.77,1,80.9,597.13
Koramangala,1043,3,3,1,13,1.7,7.88,1,36.5,465.84
Whitefield,975,1,1,1,11,10.06,6.2,0,73.8,343.68
Bellandur,5440,6,7,2,23,18.96,1.71,1,66.6,895.49
Electronic City,450,1,1,3,29,21.76,0.43,3,70.3,191.28
Yelahanka,996,1,1,3,6,25.82,2.14,1,93.5,273.87
Koramangala,1874,4,3,1,3,3.39,7.66,0,62.6,580.43
JP Nagar,856,2,1,2,30,0.6,7.67,1,77.4,255.92
Indiranagar,867,2,2,0,2,18.87,14.64,2,74.3,310.06
Yelahanka,2773,4,4,1,17,26.43,6.27,3,62.0,516.6
Jayanagar,4869,6,7,3,33,16.56,9.22,0,89.7,774.41
Hebbal,2326,2,3,1,16,18.18,8.93,0,77.0,493.81
Bellandur,781,1,1,3,14,12.18,7.16,1,84.8,388.34
Marathahalli,3776,6,7,0,27,29.64,9.9,1,36.0,557.91
Hebbal,1965,3,4,1,10,3.47,12.96,2,86.9,435.3
Yelahanka,1752,3,3,3,0,8.77,8.54,0,90.9,334.76
Koramangala,450,1,1,3,23,24.64,0.8,2,84.8,371.19
HSR Layout,931,1,1,0,23,11.92,14.88,3,61.9,373.06
Koramangala,2525,3,4,0,30,1.75,9.48,2,60.3,453.76
Electronic City,973,2,2,2,11,21.09,12.42,1,61.6,301.13
Yelahanka,1662,3,3,0,28,24.98,14.75,1,89.7,443.02
Whitefield,1311,2,3,3,22,17.16,12.19,0,41.2,316.08
Sarjapur Road,1553,3,4,1,17,11.61,2.01,1,79.1,258.21
Bellandur,1009,1,1,3,25,24.94,8.61,2,38.3,135.39
JP Nagar,2273,4,5,2,8,14.14,1.46,0,40.9,527.02
Bellandur,3719,6,7,3,7,14.57,6.59,0,92.9,556.73
HSR Layout,450,3,3,2,28,21.04,14.02,4,51.4,244.15
Indiranagar,1000,2,3,3,34,0.73,13.34,2,70.0,465.94
Jayanagar,1945,2,1,2,20,18.71,2.82,0,48.1,699.8
Koramangala,2758,5,5,2,12,8.85,,3,54.7,698.86
Marathahalli,738,1,1,0,13,15.83,3.8,3,54.6,217.52
Marathahalli,1344,3,2,1,28,9.94,14.27,4,55.4,376.79
Marathahalli,450,1,1,1,21,7.6,1.83,1,58.5,177.45
HSR Layout,886,5,5,3,2,12.3,0.43,1,63.8,421.8
Koramangala,4489,6,7,1,7,2.7,10.97,1,61.6,912.16
JP Nagar,1194,1,1,1,26,26.56,6.81,1,44.3,362.31
Whitefield,450,1,1,1,23,13.39,3.68,1,86.9,269.31
Electronic City,2158,4,5,0,34,27.52,5.4,1,58.9,240.3
HSR Layout,1128,1,2,2,27,16.07,,3,96.0,369.69
Jayanagar,1711,3,2,1,14,29.25,3.63,1,56.8,532.18
Koramangala,1550,4,5,1,34,1.46,12.46,0,38.4,620.42
HSR Layout,1391,2,1,0,10,20.36,12.57,1,88.4,387.38
Electronic City,708,3,2,3,18,27.73,13.7,1,37.2,294.4
Jayanagar,450,1,1,0,26,19.01,8.22,0,50.2,250.85
Electronic City,1271,3,2,2,34,29.7,13.53,2,70.0,316.85
Sarjapur Road,2163,4,5,2,32,11.62,11.91,0,52.5,394.49
Yelahanka,705,1,1,3,14,2.49,9.66,2,98.9,234.54
Jayanagar,727,1,1,3,26,8.02,7.65,0,87.9,381.62
Jayanagar,1637,4,3,0,29,26.7,11.85,3,35.3,326.63
Electronic City,4118,6,7,0,5,7.65,13.55,0,90.6,554.75
HSR Layout,3722,6,6,1,18,3.43,13.03,2,99.6,759.07
Yelahanka,603,2,1,2,13,17.34,12.64,4,96.6,244.34
Jayanagar,1807,2,2,1,31,3.89,14.55,3,35.1,367.07
Jayanagar,1348,2,2,2,29,22.3,1.78,0,81.4,347.56
Whitefield,1602,2,3,0,29,13.46,5.98,1,62.2,460.29
Marathahalli,1134,2,2,2,3,24.68,12.5,1,62.0,367.73
Bellandur,869,2,3,3,23,29.0,8.74,2,52.1,216.28
Hebbal,2560,5,4,2,15,16.71,1.98,2,97.1,646.0
Jayanagar,657,2,3,3,9,17.19,6.53,2,49.7,277.48
Whitefield,1466,3,2,3,25,13.83,13.69,3,82.0,367.14
Koramangala,3558,5,5,1,19,19.58,5.91,2,72.7,684.71
Yelahanka,1196,2,3,2,15,20.19,,0,55.4,375.16
Bellandur,1776,2,3,1,22,1.85,11.81,0,76.6,415.25
Yelahanka,2688,5,6,2,5,8.69,11.19,1,81.1,400.24
Jayanagar,692,1,1,2,34,8.09,11.77,2,60.2,447.66
Whitefield,607,1,2,2,31,9.06,0.97,2,86.8,243.81
Bellandur,672,2,3,3,18,16.73,1.0,4,59.1,259.41
Koramangala,4547,6,7,0,2,19.68,10.82,1,75.9,684.15
Koramangala,937,1,2,3,21,8.03,11.84,3,49.9,435.61
HSR Layout,1266,2,3,3,4,14.73,9.71,2,37.2,389.73
Indiranagar,814,1,2,3,10,16.3,13.34,1,38.2,307.88
Koramangala,721,1,2,2,8,11.09,6.06,2,50.2,386.12
Indiranagar,915,1,1,1,23,1.88,8.68,2,94.5,413.78
HSR Layout,2565,6,7,0,13,9.63,14.05,1,90.6,664.22
Jayanagar,1480,3,3,2,6,18.46,1.81,1,36.9,504.83
Bellandur,1683,3,2,1,17,2.4,2.22,1,86.0,444.57
Bellandur,912,2,2,3,14,12.1,4.3,1,39.1,388.11
Bellandur,1934,4,3,0,17,29.72,4.59,4,94.3,466.02
Electronic City,1549,1,1,3,21,20.65,1.65,2,94.8,310.33
Whitefield,503,2,3,1,17,13.7,13.0,2,99.2,416.46
HSR Layout,1627,3,3,0,10,29.84,3.71,0,79.6,437.28
Indiranagar,612,1,2,1,10,16.05,6.15,1,41.2,525.51
Jayanagar,2221,3,4,3,16,12.32,4.46,0,42.7,486.31
HSR Layout,1194,3,2,2,7,10.4,,0,92.2,409.84
Bellandur,667,1,1,1,2,9.42,,2,67.1,336.04
Hebbal,1666,2,1,0,17,14.0,11.08,4,78.2,466.62
Whitefield,650,2,3,1,11,12.72,4.68,3,72.6,284.81
Koramangala,1531,4,4,1,6,6.06,11.79,1,39.7,505.77
Sarjapur Road,450,1,2,2,4,29.87,7.64,3,98.1,351.35
Sarjapur Road,1423,2,3,3,32,4.33,11.58,1,38.4,357.1
JP Nagar,1619,2,2,3,1,3.5,6.41,1,73.1,351.61
Jayanagar,635,1,2,1,0,9.78,12.63,2,97.8,321.92
Indiranagar,629,1,1,0,31,23.73,9.33,2,67.4,344.25
Jayanagar,670,2,1,0,8,20.65,,2,43.7,335.52
Indiranagar,560,2,1,1,23,21.95,4.07,1,66.4,337.28
Whitefield,1276,1,2,1,8,27.26,9.45,1,48.8,330.45
HSR Layout,849,3,2,0,11,8.76,,4,60.3,305.65
JP Nagar,675,2,2,1,14,22.4,12.27,0,58.2,413.75
Bellandur,1338,3,4,0,20,14.9,3.53,1,38.0,227.19
Hebbal,488,1,1,3,6,11.64,7.05,1,82.7,416.88
Koramangala,1422,1,2,2,14,5.37,11.08,0,44.9,428.92
Jayanagar,2749,4,3,2,6,21.61,11.93,1,62.9,416.29
Hebbal,5425,6,5,0,22,20.76,7.05,2,67.4,862.95
Hebbal,679,1,1,3,33,2.32,7.28,3,80.4,421.85
JP Nagar,676,2,3,3,32,25.63,,1,49.5,324.8
Yelahanka,501,1,2,1,6,10.45,6.98,2,63.0,179.86
Whitefield,3576,6,7,1,12,18.63,9.5,1,65.5,643.34
HSR Layout,3879,6,7,1,23,19.21,6.99,1,91.1,693.32
Electronic City,3549,4,5,1,34,28.87,11.69,3,97.2,341.94
HSR Layout,790,3,4,3,13,24.31,1.76,1,64.9,367.95
HSR Layout,3701,6,5,2,32,29.08,10.58,3,56.2,657.09
Sarjapur Road,1024,1,2,2,17,13.26,,2,72.9,290.93
Yelahanka,450,1,2,3,24,27.75,2.84,0,73.9,210.84
Marathahalli,450,1,1,2,24,6.13,13.37,4,94.8,164.77
HSR Layout,1677,2,1,1,3,1.28,9.85,2,36.4,347.62
Marathahalli,463,1,2,3,18,1.62,12.06,1,89.5,177.25
Electronic City,2093,3,2,1,29,6.99,9.67,0,88.2,308.46
HSR Layout,2341,4,5,3,29,6.45,6.39,3,88.4,509.2
Hebbal,3903,6,6,3,34,24.77,4.77,2,70.6,752.6
HSR Layout,890,1,1,0,0,28.46,6.01,2,94.2,356.44
Whitefield,664,1,1,1,32,8.55,11.34,1,39.2,288.65
Jayanagar,722,2,2,3,3,25.55,13.12,0,69.0,270.36
Electronic City,1119,1,2,3,29,7.13,1.4,0,77.9,362.71
Marathahalli,782,2,1,1,6,28.26,10.75,0,47.7,188.59
Yelahanka,1078,1,1,0,14,8.9,4.34,1,78.4,248.17
Jayanagar,2514,3,4,0,34,4.72,9.34,2,60.6,589.1
Yelahanka,1059,4,4,1,22,15.06,10.22,2,77.9,278.0
Sarjapur Road,675,2,3,1,24,6.5,,2,87.4,383.23
Whitefield,1227,1,1,2,32,22.51,14.05,2,51.6,255.89
Indiranagar,549,1,1,0,34,16.31,14.95,1,64.5,251.88
HSR Layout,1179,3,4,1,7,19.83,6.41,1,51.7,446.73
Jayanagar,2808,6,6,2,32,28.16,2.97,2,55.7,613.73
Jayanagar,763,2,1,2,6,6.9,1.21,1,47.0,524.95
Yelahanka,689,1,1,1,0,15.52,,0,54.6,213.52
Marathahalli,1065,1,1,2,10,27.55,0.27,2,65.7,308.87
Marathahalli,4762,6,7,3,18,29.01,6.35,0,47.3,630.35
Marathahalli,1175,1,2,0,9,11.82,13.85,1,46.6,340.5
Indiranagar,535,2,2,2,6,19.29,7.25,1,66.0,250.88
Sarjapur Road,1761,2,2,3,10,23.28,1.72,1,96.6,534.23
JP Nagar,1777,2,2,1,16,15.7,3.08,0,46.5,448.93
Koramangala,3099,6,7,3,26,18.51,13.33,1,76.5,686.67
Koramangala,1463,2,3,0,6,12.02,10.31,0,95.0,475.45
Yelahanka,543,2,3,2,23,22.14,7.57,1,42.9,219.05
Bellandur,505,1,2,2,16,16.0,5.69,0,78.7,216.21
JP Nagar,953,1,1,3,19,25.58,7.13,1,77.0,300.18
Marathahalli,2733,5,5,2,26,13.75,,1,41.7,411.23
Hebbal,689,1,1,2,25,5.28,,1,78.3,232.35
Electronic City,1554,1,2,2,29,1.55,,0,68.4,379.2
JP Nagar,822,2,2,2,6,0.74,10.89,1,37.2,314.31
Whitefield,1569,3,2,0,25,5.56,2.73,2,53.1,439.17
Electronic City,3109,5,5,0,25,20.49,3.57,1,80.2,407.37
Hebbal,1402,3,3,0,1,22.63,9.63,2,35.8,294.26
Koramangala,800,1,1,0,26,0.83,1.44,3,92.2,364.95
Indiranagar,1600,3,3,1,15,17.52,5.59,1,83.0,540.07
Whitefield,5047,6,6,0,12,17.79,11.73,0,50.6,825.67
Whitefield,921,3,3,3,32,28.03,5.19,1,99.5,275.37
Koramangala,1524,3,2,3,23,1.87,10.1,2,48.7,523.49
Bellandur,2252,3,3,1,13,28.95,7.58,3,65.0,369.1
Bellandur,2293,4,4,3,23,14.6,2.17,3,83.0,478.6
JP Nagar,1969,3,4,3,3,2.37,12.71,3,91.5,592.96
Sarjapur Road,1535,3,3,3,27,8.3,9.66,3,51.3,367.76
HSR Layout,3134,4,3,1,27,19.52,6.96,0,80.0,598.96
Bellandur,2597,4,5,2,15,27.73,2.52,2,36.6,438.41
Whitefield,894,1,1,1,31,28.43,0.6,1,59.3,189.47
Electronic City,1610,2,3,1,23,8.22,14.55,1,51.0,290.72
Indiranagar,1509,2,2,1,5,11.31,7.14,1,51.1,514.37
Whitefield,931,1,1,0,2,28.87,8.04,1,40.2,301.41
Yelahanka,450,2,2,3,16,12.04,13.76,1,45.9,166.93
JP Nagar,2134,4,5,0,21,29.19,6.94,1,99.7,425.93
Marathahalli,877,2,2,1,11,21.61,10.2,0,86.4,241.46
Koramangala,982,1,1,2,23,17.03,13.38,0,70.0,485.82
Indiranagar,1484,3,2,2,7,1.4,14.41,0,75.1,526.21
Sarjapur Road,667,3,3,3,19,24.05,3.51,3,70.7,386.1
HSR Layout,1613,4,3,0,8,22.04,14.19,2,66.8,557.32
HSR Layout,2962,5,4,3,8,17.4,,2,92.4,629.71
Yelahanka,1387,3,2,2,14,28.34,2.88,1,53.5,211.9
Yelahanka,2621,5,6,3,8,23.45,6.54,1,70.2,389.31
Jayanagar,780,2,3,2,30,20.63,7.39,3,75.6,408.9
Koramangala,1703,3,3,0,17,29.05,4.13,0,42.6,413.82
Whitefield,1154,2,2,1,4,2.53,11.9,2,54.7,454.99
Yelahanka,450,1,1,1,19,12.69,1.29,2,64.1,124.18
Jayanagar,2533,3,4,3,21,20.73,11.2,0,89.8,524.7
Marathahalli,1168,2,3,1,32,13.52,2.67,1,60.8,391.67
HSR Layout,1601,3,2,1,34,7.79,5.77,0,54.2,325.72
Whitefield,1051,1,1,2,30,22.35,12.99,3,65.4,336.38
Jayanagar,1018,2,2,0,11,7.67,6.13,2,95.7,332.51
JP Nagar,1000,1,1,2,13,23.54,6.96,2,39.5,93.3
Whitefield,900,1,1,0,11,13.39,5.29,0,98.3,271.51
Indiranagar,989,1,1,3,12,2.99,1.67,1,84.8,411.02
Koramangala,819,1,1,1,28,29.89,14.09,0,72.8,460.12
Electronic City,789,1,1,0,25,0.88,0.26,2,49.1,203.92
Koramangala,561,1,1,1,30,27.62,,1,97.2,279.09
